split_id,row_index,llm_chosen_Llama_3_1_70B_Instruct_a,llm_chosen_Llama_3_1_70B_Instruct_b,label
development/dev_track_a,162,1.0,0.0,False
development/dev_track_a,163,1.0,0.0,True
development/dev_track_a,164,1.0,0.0,True
development/dev_track_a,165,1.0,0.0,False
development/dev_track_a,166,0.0,1.0,False
development/dev_track_a,167,0.0,1.0,False
development/dev_track_a,168,1.0,0.0,True
development/dev_track_a,169,1.0,0.0,False
development/dev_track_a,170,1.0,0.0,True
development/dev_track_a,171,1.0,0.0,True
development/dev_track_a,172,0.0,1.0,False
development/dev_track_a,173,1.0,0.0,True
development/dev_track_a,174,1.0,0.0,False
development/dev_track_a,175,0.0,1.0,True
development/dev_track_a,176,1.0,0.0,True
development/dev_track_a,177,1.0,0.0,True
development/dev_track_a,178,1.0,0.0,True
development/dev_track_a,179,1.0,0.0,False
development/dev_track_a,180,0.0,1.0,False
development/dev_track_a,181,1.0,0.0,True
development/dev_track_a,182,1.0,0.0,True
development/dev_track_a,183,0.0,1.0,False
development/dev_track_a,184,1.0,0.0,False
development/dev_track_a,185,0.0,1.0,False
development/dev_track_a,186,1.0,0.0,False
development/dev_track_a,187,1.0,0.0,True
development/dev_track_a,188,1.0,0.0,True
development/dev_track_a,189,1.0,0.0,False
development/dev_track_a,190,1.0,0.0,True
development/dev_track_a,191,1.0,0.0,True
development/dev_track_a,192,1.0,0.0,True
development/dev_track_a,193,1.0,0.0,True
development/dev_track_a,194,1.0,0.0,False
development/dev_track_a,195,1.0,0.0,True
development/dev_track_a,196,1.0,0.0,False
development/dev_track_a,197,1.0,0.0,True
development/dev_track_a,198,1.0,0.0,False
development/dev_track_a,199,0.0,1.0,False
development/dev_track_a,200,0.0,1.0,True
